[03:20:20] [Render thread/INFO]: StateOutput State: inworld,unpaused
[03:21:43] [Render thread/INFO]: [CHAT] 310 947
[03:21:43] [Render thread/INFO]: [CHAT] 311 947
[03:21:43] [Render thread/INFO]: [CHAT] 312 947
[03:21:43] [Render thread/INFO]: [CHAT] 313 947
[03:21:43] [Render thread/INFO]: [CHAT] 314 947
[03:21:43] [Render thread/INFO]: [CHAT] 315 947
[03:21:43] [Render thread/INFO]: [CHAT] 316 947
[03:21:43] [Render thread/INFO]: [CHAT] 317 947
[03:21:43] [Render thread/INFO]: [CHAT] 318 947
[03:21:43] [Render thread/INFO]: [CHAT] 319 947
[03:21:43] [Render thread/INFO]: [CHAT] 320 947
[03:21:43] [Render thread/INFO]: [CHAT] 321 947
[03:21:43] [Render thread/INFO]: [CHAT] 322 947
[03:21:43] [Render thread/INFO]: [CHAT] 323 947
[03:21:43] [Render thread/INFO]: [CHAT] 324 947
[03:21:43] [Render thread/INFO]: [CHAT] 325 947
[03:21:43] [Render thread/INFO]: [CHAT] 326 947
[03:21:43] [Render thread/INFO]: [CHAT] 327 947
[03:21:44] [Render thread/INFO]: [CHAT] 328 947
[03:21:44] [Render thread/INFO]: [CHAT] 329 947
[03:21:44] [Render thread/INFO]: [CHAT] 330 947
[03:21:44] [Render thread/INFO]: [CHAT] 331 947
[03:21:44] [Render thread/INFO]: [CHAT] 332 947
[03:21:44] [Render thread/INFO]: [CHAT] 333 947
[03:21:44] [Render thread/INFO]: [CHAT] 334 947
[03:21:44] [Render thread/INFO]: [CHAT] 335 947
[03:21:44] [Render thread/INFO]: [CHAT] 336 947
[03:21:44] [Render thread/INFO]: [CHAT] 337 947
[03:21:44] [Render thread/INFO]: [CHAT] 338 947
[03:21:44] [Render thread/INFO]: [CHAT] 339 947
[03:21:44] [Render thread/INFO]: [CHAT] 340 947
[03:21:44] [Render thread/INFO]: [CHAT] 341 947
[03:21:44] [Render thread/INFO]: [CHAT] 342 947
[03:21:44] [Render thread/INFO]: [CHAT] 343 947
[03:21:44] [Render thread/INFO]: [CHAT] 344 947
[03:21:44] [Render thread/INFO]: [CHAT] 345 947
[03:21:44] [Render thread/INFO]: [CHAT] 346 947
[03:21:44] [Render thread/INFO]: [CHAT] 347 947
[03:21:45] [Render thread/INFO]: [CHAT] 348 947
[03:21:45] [Render thread/INFO]: [CHAT] 349 947
[03:21:45] [Render thread/INFO]: [CHAT] 350 947
[03:21:45] [Render thread/INFO]: [CHAT] 351 947
[03:21:45] [Render thread/INFO]: [CHAT] 352 947
[03:21:45] [Render thread/INFO]: [CHAT] 353 947
[03:21:45] [Render thread/INFO]: [CHAT] 354 947
[03:21:45] [Render thread/INFO]: [CHAT] 355 947
[03:21:45] [Render thread/INFO]: [CHAT] 356 947
[03:21:45] [Render thread/INFO]: [CHAT] 357 947
[03:21:45] [Render thread/INFO]: [CHAT] 358 947
[03:21:45] [Render thread/INFO]: [CHAT] 359 947
[03:21:45] [Render thread/INFO]: [CHAT] 360 947
[03:21:45] [Render thread/INFO]: [CHAT] 361 947
[03:21:45] [Render thread/INFO]: [CHAT] 362 947
[03:21:45] [Render thread/INFO]: [CHAT] 363 947
[03:21:45] [Render thread/INFO]: [CHAT] 364 947
[03:21:45] [Render thread/INFO]: [CHAT] 365 947
[03:21:45] [Render thread/INFO]: [CHAT] 366 947
[03:21:45] [Render thread/INFO]: [CHAT] 367 947
[03:21:46] [Render thread/INFO]: [CHAT] 368 947
[03:21:46] [Render thread/INFO]: [CHAT] 369 947
[03:21:46] [Render thread/INFO]: [CHAT] 370 947
[03:21:46] [Render thread/INFO]: [CHAT] 371 947
[03:21:46] [Render thread/INFO]: [CHAT] 372 947
[03:21:46] [Render thread/INFO]: [CHAT] 373 947
[03:21:46] [Render thread/INFO]: [CHAT] 374 947
[03:21:46] [Render thread/INFO]: [CHAT] 375 950
[03:21:46] [Render thread/INFO]: [CHAT] 376 950
[03:21:46] [Render thread/INFO]: [CHAT] 377 950
[03:21:46] [Render thread/INFO]: [CHAT] 378 950
[03:21:46] [Render thread/INFO]: [CHAT] 379 949
[03:21:46] [Render thread/INFO]: [CHAT] 380 949
[03:21:46] [Render thread/INFO]: [CHAT] 381 949
[03:21:46] [Render thread/INFO]: [CHAT] 382 948
[03:21:46] [Render thread/INFO]: [CHAT] 383 948
[03:21:46] [Render thread/INFO]: [CHAT] 384 948
[03:21:46] [Render thread/INFO]: [CHAT] 385 948
[03:21:46] [Render thread/INFO]: [CHAT] 386 948
[03:21:46] [Render thread/INFO]: [CHAT] 387 948
[03:21:47] [Render thread/INFO]: [CHAT] 388 948
[03:21:47] [Render thread/INFO]: [CHAT] 389 948
[03:21:47] [Render thread/INFO]: [CHAT] 390 947
[03:21:47] [Render thread/INFO]: [CHAT] 391 959
[03:21:47] [Render thread/INFO]: [CHAT] 392 958
[03:21:47] [Render thread/INFO]: [CHAT] 393 957
[03:21:47] [Render thread/INFO]: [CHAT] 394 956
[03:21:47] [Render thread/INFO]: [CHAT] 395 956
[03:21:47] [Render thread/INFO]: [CHAT] 396 954
[03:21:47] [Render thread/INFO]: [CHAT] 397 954
[03:21:47] [Render thread/INFO]: [CHAT] 398 952
[03:21:47] [Render thread/INFO]: [CHAT] 399 951
[03:21:47] [Render thread/INFO]: [CHAT] 400 949
[03:21:47] [Render thread/INFO]: [CHAT] 401 947
[03:21:47] [Render thread/INFO]: [CHAT] 402 946
[03:21:47] [Render thread/INFO]: [CHAT] 403 945
[03:21:47] [Render thread/INFO]: [CHAT] 404 942
[03:21:47] [Render thread/INFO]: [CHAT] 405 939
[03:21:47] [Render thread/INFO]: [CHAT] 406 940
[03:21:47] [Render thread/INFO]: [CHAT] 407 937
[03:21:48] [Render thread/INFO]: [CHAT] 408 940
[03:21:48] [Render thread/INFO]: [CHAT] 409 939
[03:21:48] [Render thread/INFO]: [CHAT] 410 939
[03:21:48] [Render thread/INFO]: [CHAT] 411 939
[03:21:48] [Render thread/INFO]: [CHAT] 412 939
[03:21:48] [Render thread/INFO]: [CHAT] 413 939
[03:21:48] [Render thread/INFO]: [CHAT] 414 939
[03:21:48] [Render thread/INFO]: [CHAT] 415 950
[03:21:48] [Render thread/INFO]: [CHAT] 416 953
[03:21:48] [Render thread/INFO]: [CHAT] 417 953
[03:21:48] [Render thread/INFO]: [CHAT] 418 953
[03:21:48] [Render thread/INFO]: [CHAT] 419 953
[03:21:48] [Render thread/INFO]: [CHAT] 420 953
[03:21:48] [Render thread/INFO]: [CHAT] 421 954
[03:21:48] [Render thread/INFO]: [CHAT] 422 954
[03:21:48] [Render thread/INFO]: [CHAT] 423 954
[03:21:48] [Render thread/INFO]: [CHAT] 424 954
[03:21:48] [Render thread/INFO]: [CHAT] 425 955
[03:21:48] [Render thread/INFO]: [CHAT] 426 955
[03:21:48] [Render thread/INFO]: [CHAT] 427 956
[03:21:49] [Render thread/INFO]: [CHAT] 428 956
[03:21:49] [Render thread/INFO]: [CHAT] 429 956
[03:21:49] [Render thread/INFO]: [CHAT] 430 956
[03:21:49] [Render thread/INFO]: [CHAT] 431 957
[03:21:49] [Render thread/INFO]: [CHAT] 432 958
[03:21:49] [Render thread/INFO]: [CHAT] 433 958
[03:21:49] [Render thread/INFO]: [CHAT] 434 958
[03:21:49] [Render thread/INFO]: [CHAT] 435 959
[03:21:49] [Render thread/INFO]: [CHAT] 436 960
[03:21:49] [Render thread/INFO]: [CHAT] 437 960
[03:21:49] [Render thread/INFO]: [CHAT] 438 960
[03:21:49] [Render thread/INFO]: [CHAT] 439 960
[03:21:49] [Render thread/INFO]: [CHAT] 440 961
[03:21:49] [Render thread/INFO]: [CHAT] 441 961
[03:21:49] [Render thread/INFO]: [CHAT] 442 963
[03:21:49] [Render thread/INFO]: [CHAT] 443 963
[03:21:49] [Render thread/INFO]: [CHAT] 444 963
[03:21:49] [Render thread/INFO]: [CHAT] 445 963
[03:21:49] [Render thread/INFO]: [CHAT] 446 964
[03:21:49] [Render thread/INFO]: [CHAT] 447 964
[03:21:50] [Render thread/INFO]: [CHAT] 448 964
[03:21:50] [Render thread/INFO]: [CHAT] 449 965
[03:21:50] [Render thread/INFO]: [CHAT] 450 964
[03:21:50] [Render thread/INFO]: [CHAT] 451 964
[03:21:50] [Render thread/INFO]: [CHAT] 452 963
[03:21:50] [Render thread/INFO]: [CHAT] 453 964
[03:21:50] [Render thread/INFO]: [CHAT] 454 964
[03:21:50] [Render thread/INFO]: [CHAT] 455 964
[03:21:50] [Render thread/INFO]: [CHAT] 456 964
[03:21:50] [Render thread/INFO]: [CHAT] 457 963
[03:21:50] [Render thread/INFO]: [CHAT] 458 964
[03:21:50] [Render thread/INFO]: [CHAT] 459 965
[03:21:50] [Render thread/INFO]: [CHAT] 460 966
[03:21:50] [Render thread/INFO]: [CHAT] 461 966
[03:21:50] [Render thread/INFO]: [CHAT] 462 966
[03:21:50] [Render thread/INFO]: [CHAT] 463 966
[03:21:50] [Render thread/INFO]: [CHAT] 464 966
[03:21:50] [Render thread/INFO]: [CHAT] 465 966
[03:21:50] [Render thread/INFO]: [CHAT] 466 967
[03:21:50] [Render thread/INFO]: [CHAT] 467 967
[03:21:51] [Render thread/INFO]: [CHAT] 468 967
[03:21:51] [Render thread/INFO]: [CHAT] 469 966
[03:21:51] [Render thread/INFO]: [CHAT] 470 966
[03:21:51] [Render thread/INFO]: [CHAT] 471 965
[03:21:51] [Render thread/INFO]: [CHAT] 472 965
[03:21:51] [Render thread/INFO]: [CHAT] 473 965
[03:21:51] [Render thread/INFO]: [CHAT] 474 965
[03:21:51] [Render thread/INFO]: [CHAT] 475 964
[03:21:51] [Render thread/INFO]: [CHAT] 476 964
[03:21:51] [Render thread/INFO]: [CHAT] 477 961
[03:21:51] [Render thread/INFO]: [CHAT] 478 960
[03:21:51] [Render thread/INFO]: [CHAT] 479 957
[03:21:51] [Render thread/INFO]: [CHAT] 480 956
[03:21:51] [Render thread/INFO]: [CHAT] 481 957
[03:21:51] [Render thread/INFO]: [CHAT] 482 957
[03:21:51] [Render thread/INFO]: [CHAT] 483 957
[03:21:51] [Render thread/INFO]: [CHAT] 484 957
[03:21:51] [Render thread/INFO]: [CHAT] 485 957
[03:21:51] [Render thread/INFO]: [CHAT] 486 957
[03:21:51] [Render thread/INFO]: [CHAT] 487 957
[03:21:52] [Render thread/INFO]: [CHAT] 488 955
[03:21:52] [Render thread/INFO]: [CHAT] 489 952
[03:21:52] [Render thread/INFO]: [CHAT] 490 951
[03:21:52] [Render thread/INFO]: [CHAT] 491 949
[03:21:52] [Render thread/INFO]: [CHAT] 492 946
[03:21:52] [Render thread/INFO]: [CHAT] 493 948
[03:21:52] [Render thread/INFO]: [CHAT] 494 943
[03:21:52] [Render thread/INFO]: [CHAT] 495 943
[03:21:52] [Render thread/INFO]: [CHAT] 496 941
[03:21:52] [Render thread/INFO]: [CHAT] 497 942
[03:21:52] [Render thread/INFO]: [CHAT] 498 940
[03:21:52] [Render thread/INFO]: [CHAT] 499 937
[03:21:52] [Render thread/INFO]: [CHAT] 500 936
[03:21:52] [Render thread/INFO]: [CHAT] 501 933
[03:21:52] [Render thread/INFO]: [CHAT] 502 931
[03:21:52] [Render thread/INFO]: [CHAT] 503 934
[03:21:52] [Render thread/INFO]: [CHAT] 504 937
[03:21:52] [Render thread/INFO]: [CHAT] 505 940
[03:21:52] [Render thread/INFO]: [CHAT] 506 940
[03:21:52] [Render thread/INFO]: [CHAT] 507 940
[03:21:53] [Render thread/INFO]: [CHAT] 508 938
[03:21:53] [Render thread/INFO]: [CHAT] 509 939
[03:21:53] [Render thread/INFO]: [CHAT] 510 942
[03:21:53] [Render thread/INFO]: [CHAT] 511 946
[03:21:53] [Render thread/INFO]: [CHAT] 512 947
[03:21:53] [Render thread/INFO]: [CHAT] 513 951
[03:21:53] [Render thread/INFO]: [CHAT] 514 953
[03:21:53] [Render thread/INFO]: [CHAT] 515 954
[03:21:53] [Render thread/INFO]: [CHAT] 516 954
[03:21:53] [Render thread/INFO]: [CHAT] 517 956
[03:21:53] [Render thread/INFO]: [CHAT] 518 956
[03:21:53] [Render thread/INFO]: [CHAT] 519 955
[03:21:53] [Render thread/INFO]: [CHAT] 520 957
[03:21:53] [Render thread/INFO]: [CHAT] 521 957
[03:21:53] [Render thread/INFO]: [CHAT] 522 958
[03:21:53] [Render thread/INFO]: [CHAT] 523 960
[03:21:53] [Render thread/INFO]: [CHAT] 524 959
[03:21:53] [Render thread/INFO]: [CHAT] 525 958
[03:21:53] [Render thread/INFO]: [CHAT] 526 959
[03:21:53] [Render thread/INFO]: [CHAT] 527 960
[03:21:54] [Render thread/INFO]: [CHAT] 528 960
[03:21:54] [Render thread/INFO]: [CHAT] 529 960
[03:21:54] [Render thread/INFO]: [CHAT] 530 961
[03:21:54] [Render thread/INFO]: [CHAT] 531 961
[03:21:54] [Render thread/INFO]: [CHAT] 532 963
[03:21:54] [Render thread/INFO]: [CHAT] 533 963
[03:21:54] [Render thread/INFO]: [CHAT] 534 963
[03:21:54] [Render thread/INFO]: [CHAT] 535 962
[03:21:54] [Render thread/INFO]: [CHAT] 536 963
[03:21:54] [Render thread/INFO]: [CHAT] 537 963
[03:21:54] [Render thread/INFO]: [CHAT] 538 964
[03:21:54] [Render thread/INFO]: [CHAT] 539 964
[03:21:54] [Render thread/INFO]: [CHAT] 540 964
[03:21:54] [Render thread/INFO]: [CHAT] 541 964
[03:21:54] [Render thread/INFO]: [CHAT] 542 964
[03:21:54] [Render thread/INFO]: [CHAT] 543 964
[03:21:54] [Render thread/INFO]: [CHAT] 544 964
[03:21:54] [Render thread/INFO]: [CHAT] 545 964
[03:21:54] [Render thread/INFO]: [CHAT] 546 965
[03:21:54] [Render thread/INFO]: [CHAT] 547 967
[03:21:55] [Render thread/INFO]: [CHAT] 548 966
[03:21:55] [Render thread/INFO]: [CHAT] 549 967
[03:21:55] [Render thread/INFO]: [CHAT] 550 968
[03:21:55] [Render thread/INFO]: [CHAT] 551 967
[03:21:55] [Render thread/INFO]: [CHAT] 552 967
[03:21:55] [Render thread/INFO]: [CHAT] 553 967
[03:21:55] [Render thread/INFO]: [CHAT] 554 967
[03:21:55] [Render thread/INFO]: [CHAT] 555 967
[03:21:55] [Render thread/INFO]: [CHAT] 556 967
[03:21:55] [Render thread/INFO]: [CHAT] 557 967
[03:21:55] [Render thread/INFO]: [CHAT] 558 967
[03:21:55] [Render thread/INFO]: [CHAT] 559 967
[03:21:55] [Render thread/INFO]: [CHAT] 560 967
[03:21:55] [Render thread/INFO]: [CHAT] 561 966
[03:21:55] [Render thread/INFO]: [CHAT] 562 966
[03:21:55] [Render thread/INFO]: [CHAT] 563 966
[03:21:55] [Render thread/INFO]: [CHAT] 564 966
[03:21:55] [Render thread/INFO]: [CHAT] 565 965
[03:21:55] [Render thread/INFO]: [CHAT] 566 965
[03:21:55] [Render thread/INFO]: [CHAT] 567 963
[03:21:56] [Render thread/INFO]: [CHAT] 568 963
[03:21:56] [Render thread/INFO]: [CHAT] 569 961
[03:21:56] [Render thread/INFO]: [CHAT] 570 960
[03:21:56] [Render thread/INFO]: [CHAT] 571 959
[03:21:56] [Render thread/INFO]: [CHAT] 572 960
[03:21:56] [Render thread/INFO]: [CHAT] 573 959
[03:21:56] [Render thread/INFO]: [CHAT] 574 959
[03:21:56] [Render thread/INFO]: [CHAT] 575 959
[03:21:56] [Render thread/INFO]: [CHAT] 576 959
[03:21:56] [Render thread/INFO]: [CHAT] 577 959
[03:21:56] [Render thread/INFO]: [CHAT] 578 959
[03:21:56] [Render thread/INFO]: [CHAT] 579 959
[03:21:56] [Render thread/INFO]: [CHAT] 580 959
[03:21:56] [Render thread/INFO]: [CHAT] 581 959
[03:21:56] [Render thread/INFO]: [CHAT] 582 959
[03:21:56] [Render thread/INFO]: [CHAT] 583 960
[03:21:56] [Render thread/INFO]: [CHAT] 584 960
[03:21:56] [Render thread/INFO]: [CHAT] 585 962
[03:21:56] [Render thread/INFO]: [CHAT] 586 961
[03:21:56] [Render thread/INFO]: [CHAT] 587 963
[03:21:57] [Render thread/INFO]: [CHAT] 588 962
[03:21:57] [Render thread/INFO]: [CHAT] 589 969
[03:21:57] [Render thread/INFO]: [CHAT] 590 967
[03:21:57] [Render thread/INFO]: [CHAT] 591 969
[03:21:57] [Render thread/INFO]: [CHAT] 592 968
[03:21:57] [Render thread/INFO]: [CHAT] 593 969
[03:21:57] [Render thread/INFO]: [CHAT] 594 972
[03:21:57] [Render thread/INFO]: [CHAT] 595 970
[03:21:57] [Render thread/INFO]: [CHAT] 596 968
[03:21:57] [Render thread/INFO]: [CHAT] 597 966
[03:21:57] [Render thread/INFO]: [CHAT] 598 965
[03:21:57] [Render thread/INFO]: [CHAT] 599 965
[03:22:02] [Render thread/INFO]: [CHAT] 1 503
[03:22:02] [Render thread/INFO]: [CHAT] 2 503
[03:22:02] [Render thread/INFO]: [CHAT] 3 503
[03:22:02] [Render thread/INFO]: [CHAT] 4 503
[03:22:02] [Render thread/INFO]: [CHAT] 5 503
[03:22:02] [Render thread/INFO]: [CHAT] 6 503
[03:22:02] [Render thread/INFO]: [CHAT] 7 503
[03:22:02] [Render thread/INFO]: [CHAT] 8 503
[03:22:02] [Render thread/INFO]: [CHAT] 9 503
[03:22:02] [Render thread/INFO]: [CHAT] 10 503
[03:22:02] [Render thread/INFO]: [CHAT] 11 503
[03:22:03] [Render thread/INFO]: [CHAT] 12 503
[03:22:03] [Render thread/INFO]: [CHAT] 13 503
[03:22:03] [Render thread/INFO]: [CHAT] 14 503
[03:22:03] [Render thread/INFO]: [CHAT] 15 503
[03:22:03] [Render thread/INFO]: [CHAT] 16 503
[03:22:03] [Render thread/INFO]: [CHAT] 17 503
[03:22:03] [Render thread/INFO]: [CHAT] 18 503
[03:22:03] [Render thread/INFO]: [CHAT] 19 503
[03:22:03] [Render thread/INFO]: [CHAT] 20 503
[03:22:03] [Render thread/INFO]: [CHAT] 21 503
[03:22:03] [Render thread/INFO]: [CHAT] 22 503
[03:22:03] [Render thread/INFO]: [CHAT] 23 503
[03:22:03] [Render thread/INFO]: [CHAT] 24 503
[03:22:03] [Render thread/INFO]: [CHAT] 25 503
[03:22:03] [Render thread/INFO]: [CHAT] 26 503
[03:22:03] [Render thread/INFO]: StateOutput State: inworld,gamescreenopen
[03:22:03] [Render thread/INFO]: [CHAT] 27 503
[03:22:03] [Render thread/INFO]: [CHAT] 28 503
[03:22:03] [Render thread/INFO]: [CHAT] 29 503
[03:22:03] [Render thread/INFO]: [CHAT] 30 502
[03:22:03] [Render thread/INFO]: [CHAT] 31 502
[03:22:04] [Render thread/INFO]: [CHAT] 32 501
[03:22:04] [Render thread/INFO]: [CHAT] 33 501
[03:22:04] [Render thread/INFO]: [CHAT] 34 501
[03:22:04] [Render thread/INFO]: [CHAT] 35 501
[03:22:04] [Render thread/INFO]: [CHAT] 36 501
[03:22:04] [Render thread/INFO]: [CHAT] 37 501
[03:22:04] [Render thread/INFO]: StateOutput State: inworld,unpaused
[03:22:04] [Render thread/INFO]: [CHAT] 38 501
[03:22:04] [Render thread/INFO]: [CHAT] 39 501
[03:22:04] [Render thread/INFO]: [CHAT] 40 499
[03:22:04] [Render thread/INFO]: [CHAT] 41 498
[03:22:04] [Render thread/INFO]: [CHAT] 42 499
[03:22:04] [Render thread/INFO]: [CHAT] 43 498
[03:22:04] [Render thread/INFO]: [CHAT] 44 498
[03:22:04] [Render thread/INFO]: [CHAT] 45 497
[03:22:04] [Render thread/INFO]: [CHAT] 46 496
[03:22:04] [Render thread/INFO]: [CHAT] 47 496
[03:22:04] [Render thread/INFO]: [CHAT] 48 495
[03:22:04] [Render thread/INFO]: [CHAT] 49 489
[03:22:04] [Render thread/INFO]: [CHAT] 50 488
[03:22:04] [Render thread/INFO]: [CHAT] 51 487
[03:22:05] [Render thread/INFO]: [CHAT] 52 488
[03:22:05] [Render thread/INFO]: [CHAT] 53 489
[03:22:05] [Render thread/INFO]: [CHAT] 54 485
[03:22:05] [Render thread/INFO]: [CHAT] 55 482
[03:22:05] [Render thread/INFO]: [CHAT] 56 482
[03:22:05] [Render thread/INFO]: [CHAT] 57 477
[03:22:05] [Render thread/INFO]: [CHAT] 58 428
[03:22:05] [Render thread/INFO]: [CHAT] 59 427
[03:22:05] [Render thread/INFO]: [CHAT] 60 426
[03:22:05] [Render thread/INFO]: [CHAT] 61 427
[03:22:05] [Render thread/INFO]: [CHAT] 62 427
[03:22:05] [Render thread/INFO]: [CHAT] 63 424
[03:22:05] [Render thread/INFO]: [CHAT] 64 423
[03:22:05] [Render thread/INFO]: [CHAT] 65 422
[03:22:05] [Render thread/INFO]: [CHAT] 66 442
[03:22:05] [Render thread/INFO]: [CHAT] 67 434
[03:22:05] [Render thread/INFO]: [CHAT] 68 432
[03:22:05] [Render thread/INFO]: [CHAT] 69 434
[03:22:05] [Render thread/INFO]: [CHAT] 70 440
[03:22:05] [Render thread/INFO]: [CHAT] 71 446
[03:22:06] [Render thread/INFO]: [CHAT] 72 449
[03:22:06] [Render thread/INFO]: [CHAT] 73 453
[03:22:06] [Render thread/INFO]: [CHAT] 74 453
[03:22:06] [Render thread/INFO]: [CHAT] 75 453
[03:22:06] [Render thread/INFO]: [CHAT] 76 453
[03:22:06] [Render thread/INFO]: [CHAT] 77 453
[03:22:06] [Render thread/INFO]: [CHAT] 78 453
[03:22:06] [Render thread/INFO]: [CHAT] 79 453
[03:22:06] [Render thread/INFO]: [CHAT] 80 453
[03:22:06] [Render thread/INFO]: [CHAT] 81 453
[03:22:06] [Render thread/INFO]: [CHAT] 82 453
[03:22:06] [Render thread/INFO]: [CHAT] 83 453
[03:22:06] [Render thread/INFO]: [CHAT] 84 453
[03:22:06] [Render thread/INFO]: [CHAT] 85 453
[03:22:06] [Render thread/INFO]: [CHAT] 86 454
[03:22:06] [Render thread/INFO]: [CHAT] 87 455
[03:22:06] [Render thread/INFO]: [CHAT] 88 455
[03:22:06] [Render thread/INFO]: [CHAT] 89 454
[03:22:06] [Render thread/INFO]: [CHAT] 90 454
[03:22:06] [Render thread/INFO]: [CHAT] 91 454
[03:22:07] [Render thread/INFO]: [CHAT] 92 457
[03:22:07] [Render thread/INFO]: [CHAT] 93 458
[03:22:07] [Render thread/INFO]: [CHAT] 94 458
[03:22:07] [Render thread/INFO]: [CHAT] 95 458
[03:22:07] [Render thread/INFO]: [CHAT] 96 459
[03:22:07] [Render thread/INFO]: [CHAT] 97 459
[03:22:07] [Render thread/INFO]: [CHAT] 98 459
[03:22:07] [Render thread/INFO]: [CHAT] 99 240
[03:22:07] [Render thread/INFO]: [CHAT] 100 239
[03:22:07] [Render thread/INFO]: [CHAT] 101 239
[03:22:07] [Render thread/INFO]: [CHAT] 102 237
[03:22:07] [Render thread/INFO]: [CHAT] 103 236
[03:22:07] [Render thread/INFO]: [CHAT] 104 236
[03:22:07] [Render thread/INFO]: [CHAT] 105 234
[03:22:07] [Render thread/INFO]: [CHAT] 106 234
[03:22:07] [Render thread/INFO]: [CHAT] 107 236
[03:22:07] [Render thread/INFO]: [CHAT] 108 236
[03:22:07] [Render thread/INFO]: [CHAT] 109 235
[03:22:07] [Render thread/INFO]: [CHAT] 110 234
[03:22:07] [Render thread/INFO]: [CHAT] 111 235
[03:22:08] [Render thread/INFO]: [CHAT] 112 235
[03:22:08] [Render thread/INFO]: [CHAT] 113 236
[03:22:08] [Render thread/INFO]: [CHAT] 114 254
[03:22:08] [Render thread/INFO]: [CHAT] 115 255
[03:22:08] [Render thread/INFO]: [CHAT] 116 309
[03:22:08] [Render thread/INFO]: [CHAT] 117 310
[03:22:08] [Render thread/INFO]: [CHAT] 118 312
[03:22:08] [Render thread/INFO]: [CHAT] 119 315
[03:22:08] [Render thread/INFO]: [CHAT] 120 522
[03:22:08] [Render thread/INFO]: [CHAT] 121 523
[03:22:08] [Render thread/INFO]: [CHAT] 122 524
[03:22:08] [Render thread/INFO]: [CHAT] 123 525
[03:22:08] [Render thread/INFO]: [CHAT] 124 527
[03:22:08] [Render thread/INFO]: [CHAT] 125 529
[03:22:08] [Render thread/INFO]: [CHAT] 126 531
[03:22:08] [Render thread/INFO]: [CHAT] 127 534
[03:22:08] [Render thread/INFO]: [CHAT] 128 539
[03:22:08] [Render thread/INFO]: [CHAT] 129 539
[03:22:08] [Render thread/INFO]: [CHAT] 130 542
[03:22:08] [Render thread/INFO]: [CHAT] 131 542
[03:22:09] [Render thread/INFO]: [CHAT] 132 542
[03:22:09] [Render thread/INFO]: [CHAT] 133 539
[03:22:09] [Render thread/INFO]: [CHAT] 134 538
[03:22:09] [Render thread/INFO]: [CHAT] 135 538
[03:22:09] [Render thread/INFO]: [CHAT] 136 540
[03:22:09] [Render thread/INFO]: [CHAT] 137 545
[03:22:09] [Render thread/INFO]: [CHAT] 138 545
[03:22:09] [Render thread/INFO]: [CHAT] 139 547
[03:22:09] [Render thread/INFO]: [CHAT] 140 550
[03:22:09] [Render thread/INFO]: [CHAT] 141 551
[03:22:09] [Render thread/INFO]: [CHAT] 142 551
[03:22:09] [Render thread/INFO]: [CHAT] 143 549
[03:22:09] [Render thread/INFO]: [CHAT] 144 549
[03:22:09] [Render thread/INFO]: [CHAT] 145 549
[03:22:09] [Render thread/INFO]: [CHAT] 146 551
[03:22:09] [Render thread/INFO]: [CHAT] 147 550
[03:22:09] [Render thread/INFO]: [CHAT] 148 551
[03:22:09] [Render thread/INFO]: [CHAT] 149 575
[03:22:09] [Render thread/INFO]: [CHAT] 150 576
[03:22:09] [Render thread/INFO]: [CHAT] 151 575
[03:22:10] [Render thread/INFO]: [CHAT] 152 576
[03:22:10] [Render thread/INFO]: [CHAT] 153 577
[03:22:10] [Render thread/INFO]: [CHAT] 154 577
[03:22:10] [Render thread/INFO]: [CHAT] 155 586
[03:22:10] [Render thread/INFO]: [CHAT] 156 587
[03:22:10] [Render thread/INFO]: [CHAT] 157 819
[03:22:10] [Render thread/INFO]: [CHAT] 158 814
[03:22:10] [Render thread/INFO]: [CHAT] 159 819
[03:22:10] [Render thread/INFO]: [CHAT] 160 821
[03:22:10] [Render thread/INFO]: [CHAT] 161 820
[03:22:10] [Render thread/INFO]: [CHAT] 162 823
[03:22:10] [Render thread/INFO]: [CHAT] 163 824
[03:22:10] [Render thread/INFO]: [CHAT] 164 827
[03:22:10] [Render thread/INFO]: [CHAT] 165 828
[03:22:10] [Render thread/INFO]: [CHAT] 166 829
[03:22:10] [Render thread/INFO]: [CHAT] 167 829
[03:22:10] [Render thread/INFO]: [CHAT] 168 830
[03:22:10] [Render thread/INFO]: [CHAT] 169 830
[03:22:10] [Render thread/INFO]: [CHAT] 170 830
[03:22:10] [Render thread/INFO]: [CHAT] 171 830
[03:22:11] [Render thread/INFO]: [CHAT] 172 830
[03:22:11] [Render thread/INFO]: [CHAT] 173 830
[03:22:11] [Render thread/INFO]: [CHAT] 174 831
[03:22:11] [Render thread/INFO]: [CHAT] 175 838
[03:22:11] [Render thread/INFO]: [CHAT] 176 843
[03:22:11] [Render thread/INFO]: [CHAT] 177 847
[03:22:11] [Render thread/INFO]: [CHAT] 178 848
[03:22:11] [Render thread/INFO]: [CHAT] 179 849
[03:22:11] [Render thread/INFO]: [CHAT] 180 849
[03:22:11] [Render thread/INFO]: [CHAT] 181 899
[03:22:11] [Render thread/INFO]: [CHAT] 182 899
[03:22:11] [Render thread/INFO]: [CHAT] 183 899
[03:22:11] [Render thread/INFO]: [CHAT] 184 899
[03:22:11] [Render thread/INFO]: [CHAT] 185 916
[03:22:11] [Render thread/INFO]: [CHAT] 186 916
[03:22:11] [Render thread/INFO]: [CHAT] 187 916
[03:22:11] [Render thread/INFO]: [CHAT] 188 916
[03:22:11] [Render thread/INFO]: [CHAT] 189 915
